url, result, TBT, loadtime, docTime, fullyLoaded, bytesOut, bytesOutDoc, bytesIn, bytesInDoc, requests, requestaFull, requestsDoc, responses_200, responses_404, responses_other, chromeUserTiming.loadEventStart, chromeUserTiming.loadEventEnd, chromeUserTiming.domContentLoadedEventStart, chromeUserTiming.domContentLoadedEventEnd, chromeUserTiming.domComplete, connections,chromeUserTiming.CumulativeLayoutShift, chromeUserTiming.LargestContentfulPaint, chromeUserTiming.firstContentfulPaint, FirstInteractive, TimeToInteractive, chromeUserTiming.domInteractive, domComplete, renderBlockingCSS, renderBlockingJS, TTFB, html_bytes, html_request, js_bytes, js_request, css_bytes, css_request, image_bytes, image_request, flash_bytes, flash_request, fort_bytes, font_request, video_bytes, video_request, other_bytes, other_request
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230530_AiDc12_5NW,9289,7397,7397,21536,556394,209428,2811148,1387246,216,216,82,182,0,34,7397,7497,4396,4774,7395,60,0.012946018,2562,1547,20330,20330,4393,7384,8,0,736,97703,27,2005065,70,66984,11,162773,37,0,0,434748,3,0,0,43875,67,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230530_AiDc46_5PD,9508,6783,6783,20936,561434,172619,2811587,1387199,216,216,65,182,0,34,6783,6911,4324,4723,6769,60,0.012946018,2269,1308,,,4321,6757,8,0,457,97700,27,2004982,70,67643,11,162647,37,0,0,434748,3,0,0,43867,67,
https://www.samsung.com/au/smartphones/galaxy-s23/,https://www.webpagetest.org/results.php?test=230530_AiDc0Y_5PC,9355,7359,7359,21718,559944,209513,2818099,1393644,217,217,83,183,0,34,7359,7448,4317,4722,7346,61,0.012946018,2442,1337,,,4317,7332,8,0,436,97702,28,2013964,70,66984,11,162773,37,0,0,434748,3,0,0,41928,67,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230530_AiDcYX_5P6,8958,6239,6239,20321,557912,164476,2824045,1413504,216,216,61,182,0,34,6239,6325,4091,4416,6222,60,0.012946018,2344,1242,,,4091,6212,8,0,459,99758,27,1998786,70,67024,11,179860,37,0,0,434748,3,0,0,43869,67,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/buy/,https://www.webpagetest.org/results.php?test=230530_AiDc07_5PK,9434,7143,7143,22925,622892,179180,2817557,1384594,231,231,65,190,0,41,7143,7209,4505,5033,7110,61,0.012946018,17458,1645,21701,21701,4504,7093,5,0,534,77635,27,2001195,70,94444,6,178695,43,0,0,434748,3,0,0,30840,81,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230530_AiDc7Q_5NX,7742,7046,7046,29130,552493,197425,3047319,1225865,213,213,76,183,0,30,7046,7100,3253,3657,7037,60,0.0218182177,2877,1680,,,3253,7024,12,0,795,61965,27,1916034,73,61269,13,549209,35,0,0,434748,3,0,0,24094,60,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230530_AiDcZK_5P7,8658,7008,7008,20650,558965,216486,2838621,1414798,216,216,84,182,0,34,7008,7089,4080,4438,6994,60,0.012946018,2360,1284,,,4080,6986,8,0,435,99759,27,2013364,70,67024,11,179860,37,0,0,434748,3,0,0,43866,67,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230530_AiDcPH_5PG,9861,7350,7350,21273,658200,208849,2857989,1415531,235,235,73,194,0,41,7350,7427,3894,4380,7312,62,0.012946018,2349,1499,,,3894,7303,5,0,443,79227,27,2032056,71,94444,6,182563,46,0,0,434748,3,0,0,34951,81,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230530_AiDcG3_5P9,9694,6686,6686,20443,561908,170055,2838543,1414059,216,216,63,182,0,34,6686,6807,4351,4755,6672,62,0.012946018,2299,1246,,,4351,6658,8,0,433,99767,27,2013261,70,67024,11,179860,37,0,0,434748,3,0,0,43883,67,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230530_AiDcPZ_5NZ,9838,7456,7456,21805,656427,193783,2845474,1401620,235,235,67,194,0,41,7456,7549,3964,4494,7422,63,0.012946018,17173,1555,,,3964,7409,5,0,457,79226,27,2019188,71,94444,6,182479,46,0,0,434748,3,0,0,35389,81,
https://www.samsung.com/au/smartphones/galaxy-s23-ultra/,https://www.webpagetest.org/results.php?test=230530_AiDcVD_5P4,9423,6919,6919,20678,559875,179969,2836597,1412277,217,217,68,183,0,34,6919,7044,4761,5132,6907,61,0.012946018,2775,1581,,,4760,6886,8,0,540,99762,28,2013285,70,67024,11,179860,37,0,0,434748,3,0,0,41918,67,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230530_AiDcE1_5PF,10230,7709,7709,22519,648534,191655,2857880,1413595,235,235,66,194,0,41,7709,7810,3965,4492,7672,62,0.012946018,17896,1433,,,3965,7666,5,0,449,79225,27,2032029,71,94444,6,182479,46,0,0,434748,3,0,0,34955,81,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230530_AiDcFP_5P2,9556,8385,8385,22563,657606,206606,2857988,1414014,235,235,71,194,0,41,8385,8496,4986,5596,8344,62,0.012946018,18154,1916,,,4986,8335,5,0,810,79221,27,2032058,71,94444,6,182563,46,0,0,434748,3,0,0,34954,81,
https://www.samsung.com/au/,https://www.webpagetest.org/results.php?test=230530_AiDc7Z_5PA,7694,6253,6253,19666,564586,196706,3046876,1232722,213,213,74,184,0,29,6253,6325,3291,3843,6242,60,0.0133693621,2510,1299,,,3290,6225,12,0,429,62008,27,1923383,73,61812,13,540279,35,0,0,434748,3,0,0,24646,60,
https://www.samsung.com/au/smartphones/galaxy-s23/buy/,https://www.webpagetest.org/results.php?test=230530_AiDc8D_5PE,9385,7446,7446,21328,657084,197306,2859812,1416136,235,235,68,194,0,41,7446,7530,3933,4394,7414,62,0.012946018,17066,1642,,,3931,7404,5,0,619,79225,27,2032057,71,94444,6,182521,46,0,0,434748,3,0,0,36817,81,
